employee_id,first_name,last_name,annual_salary,start_date,education_level,exit_date,year_of_experience,job_title,company_mail,employment_type,termination_reason,department,state,employee_rating
3782,Brody,House,58199,9-Mar-19,High School,2-May-20,2,Production Technician I,brody.house@bilearner.com,Full-Time,Retirement,Production       ,MA,3
3783,Aaliyah,Watts,91572,9-May-20,PhD,,14,Production Technician I,aaliyah.watts@bilearner.com,Contract,,Production       ,MA,3
3784,Ashton,Larsen,61689,14-Aug-22,High School,,11,Production Technician I,ashton.larsen@bilearner.com,Contract,,Production       ,MA,3
3785,Joshua,Gibson,91247,18-Jan-22,High School,,17,Production Technician II,joshua.gibson@bilearner.com,Contract,,Production       ,MA,3
3786,Kyleigh,Bauer,83000,22-Jun-21,PhD,26-Jul-22,3,Production Technician II,kyleigh.bauer@bilearner.com,Full-Time,Resignation,Production       ,MA,3
3787,Ramon,Schultz,97904,19-Jan-23,High School,20-Jun-23,18,Production Technician II,ramon.schultz@bilearner.com,Full-Time,Resignation,Production       ,MA,3
3788,Maxim,Houston,77392,17-May-23,Bachelor's Degree,13-Jun-23,16,Production Technician II,maxim.houston@bilearner.com,Part-Time,Involuntary,Production       ,MA,3
3789,Deanna,Sellers,85073,7-Jun-20,PhD,,11,Production Technician II,deanna.sellers@bilearner.com,Contract,,Production       ,MA,3
3790,Frankie,Figueroa,51493,7-Jul-23,Bachelor's Degree,11-Jul-23,16,Production Technician II,frankie.figueroa@bilearner.com,Full-Time,Resignation,Production       ,MA,3
3791,Bentley,Rush,80685,28-Mar-20,Bachelor's Degree,,16,Production Technician I,bentley.rush@bilearner.com,Full-Time,,Production       ,MA,3
3792,Alexia,Pham,63075,23-May-19,Bachelor's Degree,10-May-22,10,Production Technician I,alexia.pham@bilearner.com,Part-Time,Retirement,Production       ,MA,3
3793,Roselyn,Roberts,78877,20-Apr-19,Bachelor's Degree,,14,Production Technician I,roselyn.roberts@bilearner.com,Full-Time,,Production       ,MA,3
3794,Ayden,Chambers,87613,9-Sep-18,Bachelor's Degree,,7,Production Technician I,ayden.chambers@bilearner.com,Contract,,Production       ,MA,5
3795,Kaitlynn,Serrano,82927,14-Jul-22,Master's Degree,,13,Production Technician I,kaitlynn.serrano@bilearner.com,Part-Time,,Production       ,MA,3
3796,Jefferson,White,53793,17-Apr-19,High School,2-Dec-21,18,Production Technician I,jefferson.white@bilearner.com,Contract,Resignation,Production       ,MA,3
3797,Maria,Grant,86182,15-May-20,High School,,6,Production Technician I,maria.grant@bilearner.com,Contract,,Production       ,MA,3
3798,Bryanna,Ibarra,43412,4-Apr-20,Master's Degree,4-Jul-23,4,Production Technician I,bryanna.ibarra@bilearner.com,Full-Time,Voluntary,Production       ,MA,3
3799,Sophie,Zavala,77861,15-Oct-22,Bachelor's Degree,,10,Production Technician I,sophie.zavala@bilearner.com,Full-Time,,Production       ,MA,3
3800,Amya,Grant,83091,11-Jul-19,PhD,,18,Production Technician I,amya.grant@bilearner.com,Contract,,Production       ,MA,3
3801,Jaydan,Neal,61523,2-Oct-19,Master's Degree,,0,Production Technician I,jaydan.neal@bilearner.com,Contract,,Production       ,MA,3
3802,Amiyah,Ramirez,37298,4-Mar-21,Master's Degree,,20,Production Technician I,amiyah.ramirez@bilearner.com,Full-Time,,Production       ,MA,3
3803,Kai,Holt,57694,10-Feb-21,Bachelor's Degree,1-Jan-22,14,Production Technician I,kai.holt@bilearner.com,Contract,Resignation,Production       ,MA,3
3804,Brendon,Wilson,63691,15-May-19,Master's Degree,,3,Production Technician I,brendon.wilson@bilearner.com,Full-Time,,Production       ,MA,3
3805,Nancy,Short,76852,28-Apr-22,Master's Degree,,18,Production Technician I,nancy.short@bilearner.com,Full-Time,,Production       ,MA,3
3806,Isabella,Wilkins,41711,23-Sep-21,Master's Degree,1-Jul-23,16,Production Technician I,isabella.wilkins@bilearner.com,Contract,Resignation,Production       ,MA,3
3807,Mayra,Moss,33781,15-Sep-21,Master's Degree,10-Nov-21,6,Production Technician I,mayra.moss@bilearner.com,Contract,Resignation,Production       ,MA,3
3808,Maria,Gonzalez,44044,27-Apr-19,Bachelor's Degree,20-Mar-20,2,IT Support,maria.gonzalez@bilearner.com,Contract,Resignation,IT/IS,MA,3
3809,Jumil,Turpin,33557,6-Oct-19,Bachelor's Degree,23-Aug-20,15,Network Engineer,jumil.turpin@bilearner.com,Part-Time,Resignation,IT/IS,MA,3
3810,Ann,Daniele,95507,16-Feb-20,PhD,,15,Sr. Network Engineer,ann.daniele@bilearner.com,Full-Time,,IT/IS,CT,3
3811,Joe,South,43135,14-May-22,High School,21-Oct-22,3,Sr. Network Engineer,joe.south@bilearner.com,Part-Time,Involuntary,IT/IS,CT,3
3812,Sarah,Warfield,49313,13-Feb-19,Bachelor's Degree,6-Aug-20,11,Sr. Network Engineer,sarah.warfield@bilearner.com,Contract,Resignation,IT/IS,MA,3
3813,Alejandro,Bacong,69626,24-Aug-22,High School,,7,IT Support,alejandro.bacong@bilearner.com,Part-Time,,IT/IS,MA,3
3814,Jyoti,Lajiri,31212,7-Jan-19,High School,5-Sep-20,9,Sr. Network Engineer,jyoti.lajiri@bilearner.com,Part-Time,Retirement,IT/IS,MA,3
3815,Neville,Tredinnick,98984,26-Mar-21,Bachelor's Degree,,1,Network Engineer,neville.tredinnick@bilearner.com,Contract,,IT/IS,MA,3
3816,Anthony,Cisco,71277,1-May-21,High School,,19,IT Support,anthony.cisco@bilearner.com,Full-Time,,IT/IS,MA,3
3817,Linda,Dolan,53760,10-Oct-21,Bachelor's Degree,21-Jan-23,0,IT Support,linda.dolan@bilearner.com,Part-Time,Resignation,IT/IS,MA,3
3818,Carlos,Merlos,88255,2-Jan-20,High School,3-Apr-22,3,Network Engineer,carlos.merlos@bilearner.com,Part-Time,Voluntary,IT/IS,MA,3
3819,Tanya,Morway,36013,20-Jan-20,High School,,3,Network Engineer,tanya.morway@bilearner.com,Full-Time,,IT/IS,MA,3
3820,Anita,Shepard,58217,11-Aug-18,Master's Degree,21-May-21,15,Network Engineer,anita.shepard@bilearner.com,Contract,Voluntary,IT/IS,MA,3
3821,Jeremiah,Semizoglou,86031,18-Dec-21,Bachelor's Degree,,5,Sr. Network Engineer,jeremiah.semizoglou@bilearner.com,Contract,,IT/IS,MA,3
3822,Katrina,Lambert,77724,24-Sep-19,PhD,4-Apr-22,9,Network Engineer,katrina.lambert@bilearner.com,Full-Time,Retirement,Executive Office,MA,3
3823,Alexzander,Pope,71212,17-Oct-22,Bachelor's Degree,26-Jun-23,5,Network Engineer,alexzander.pope@bilearner.com,Full-Time,Involuntary,Executive Office,MA,3
3824,Derek,Holmes,58135,7-Jan-20,Master's Degree,,16,IT Support,derek.holmes@bilearner.com,Contract,,IT/IS,MA,3
3825,Danika,Deleon,99438,5-Nov-22,High School,,17,IT Support,danika.deleon@bilearner.com,Full-Time,,IT/IS,MA,3
3826,Sabrina,Durham,96972,26-Apr-23,High School,3-Jun-23,0,IT Support,sabrina.durham@bilearner.com,Part-Time,Resignation,IT/IS,MA,3
3827,Frankie,Carrillo,81636,29-May-19,High School,,20,IT Support,frankie.carrillo@bilearner.com,Part-Time,,IT/IS,MA,3
3828,Quintin,Solomon,51725,12-Sep-19,Bachelor's Degree,,2,Sr. Network Engineer,quintin.solomon@bilearner.com,Part-Time,,IT/IS,MA,3
3829,Jaqueline,Pittman,57203,27-Jan-19,PhD,26-Feb-21,13,Sr. Network Engineer,jaqueline.pittman@bilearner.com,Part-Time,Resignation,IT/IS,MA,3
3830,Mariana,Glass,91070,20-Aug-19,Master's Degree,,3,Principal Data Architect,mariana.glass@bilearner.com,Part-Time,,IT/IS,CT,3
3831,Payton,Cross,63094,14-Sep-18,High School,,15,Enterprise Architect,payton.cross@bilearner.com,Part-Time,,IT/IS,CT,3
3832,Sloane,Rasmussen,35813,2-Aug-21,High School,29-Sep-22,2,Sr. DBA,sloane.rasmussen@bilearner.com,Full-Time,Resignation,IT/IS,MA,3
3833,Elise,Vazquez,95785,26-Jan-22,High School,2-Nov-22,13,Network Engineer,elise.vazquez@bilearner.com,Full-Time,Retirement,Executive Office,MA,3
3834,Monique,Pierce,69689,10-May-19,Master's Degree,5-Aug-21,15,Network Engineer,monique.pierce@bilearner.com,Contract,Involuntary,Executive Office,MA,3
3835,Axel,Higgins,60065,2-Jan-19,PhD,6-Dec-22,6,IT Support,axel.higgins@bilearner.com,Part-Time,Resignation,IT/IS,MA,3
3836,Marcos,Petty,61655,13-Aug-21,High School,,14,IT Support,marcos.petty@bilearner.com,Contract,,IT/IS,MA,3
3837,Mia,Cowan,39730,2-Oct-22,High School,13-Nov-22,11,IT Support,mia.cowan@bilearner.com,Part-Time,Resignation,IT/IS,MA,3
3838,Tanya,Leonard,76191,17-Dec-18,Bachelor's Degree,21-Apr-21,5,IT Support,tanya.leonard@bilearner.com,Part-Time,Voluntary,IT/IS,MA,3
3839,Dereon,Page,72840,11-Oct-21,PhD,,18,Sr. Network Engineer,dereon.page@bilearner.com,Contract,,IT/IS,MA,3
3840,Meadow,Boyer,99449,1-Apr-23,High School,18-May-23,20,Sr. Network Engineer,meadow.boyer@bilearner.com,Part-Time,Voluntary,IT/IS,MA,3
3841,Paris,Simpson,85498,20-Mar-21,Bachelor's Degree,,3,Principal Data Architect,paris.simpson@bilearner.com,Full-Time,,IT/IS,CT,3
3842,Kyla,Durham,31731,20-Aug-20,Master's Degree,11-Aug-21,17,Enterprise Architect,kyla.durham@bilearner.com,Part-Time,Involuntary,IT/IS,MA,3
3843,Cassidy,Maddox,30961,16-Jul-23,Master's Degree,30-Jul-23,3,Sr. DBA,cassidy.maddox@bilearner.com,Full-Time,Resignation,IT/IS,MA,3
3844,Edgar,Underwood,87277,10-Jun-21,Bachelor's Degree,18-Aug-22,8,Network Engineer,edgar.underwood@bilearner.com,Part-Time,Voluntary,Executive Office,MA,3
3845,Jaiden,Underwood,93488,25-Aug-19,Master's Degree,,19,Network Engineer,jaiden.underwood@bilearner.com,Contract,,Executive Office,MA,3
3846,Eugene,Potts,38900,4-May-20,Master's Degree,15-May-23,2,IT Support,eugene.potts@bilearner.com,Contract,Retirement,IT/IS,MA,3
3847,Gilbert,Klein,77213,24-Feb-19,Bachelor's Degree,11-Jun-20,3,IT Support,gilbert.klein@bilearner.com,Part-Time,Retirement,IT/IS,MA,3
3848,Nathaly,Huffman,53810,24-Sep-19,Master's Degree,,5,IT Support,nathaly.huffman@bilearner.com,Full-Time,,IT/IS,MA,3
3849,Nancy,Clay,33432,13-Feb-21,Bachelor's Degree,,1,IT Support,nancy.clay@bilearner.com,Contract,,IT/IS,MA,3
3850,Kylie,Cantrell,42967,5-Jan-20,PhD,25-Apr-22,1,Sr. Network Engineer,kylie.cantrell@bilearner.com,Part-Time,Voluntary,IT/IS,MA,3
3851,Vance,Marquez,48426,18-Jan-19,High School,30-Mar-20,11,Sr. Network Engineer,vance.marquez@bilearner.com,Contract,Resignation,IT/IS,CT,3
3852,Dante,Wyatt,60021,1-Mar-19,PhD,25-Sep-21,8,Principal Data Architect,dante.wyatt@bilearner.com,Part-Time,Retirement,IT/IS,CT,3
3853,Rey,Monroe,49782,14-Aug-21,PhD,5-Nov-22,16,Enterprise Architect,rey.monroe@bilearner.com,Full-Time,Resignation,IT/IS,MA,3
3854,Jayden,Mckee,67756,6-Jun-19,High School,5-Sep-19,9,Network Engineer,jayden.mckee@bilearner.com,Part-Time,Retirement,Executive Office,MA,3
3855,Brady,Yoder,37541,25-May-21,High School,13-Aug-22,14,Network Engineer,brady.yoder@bilearner.com,Part-Time,Retirement,Executive Office,MA,3
3856,Darwin,Allen,97055,17-Mar-23,Master's Degree,12-Jun-23,4,Network Engineer,darwin.allen@bilearner.com,Part-Time,Involuntary,Executive Office,MA,3
3857,Jasper,Harrison,69007,2-Oct-22,Master's Degree,11-Oct-22,19,IT Support,jasper.harrison@bilearner.com,Contract,Voluntary,IT/IS,MA,3
3858,Bailey,Humphrey,59876,22-Jan-22,Master's Degree,,14,IT Support,bailey.humphrey@bilearner.com,Full-Time,,IT/IS,MA,3
3859,Clare,English,38044,29-Nov-19,Bachelor's Degree,18-Aug-22,10,IT Support,clare.english@bilearner.com,Full-Time,Voluntary,IT/IS,MA,3
3860,Amy,Sherman,72016,1-Jul-20,Master's Degree,22-Sep-22,8,IT Support,amy.sherman@bilearner.com,Contract,Resignation,IT/IS,MA,3
3861,Lizbeth,Hunt,97928,24-Mar-22,Master's Degree,,10,Sr. Network Engineer,lizbeth.hunt@bilearner.com,Full-Time,,IT/IS,MA,3
3862,Eden,Armstrong,33933,13-May-19,High School,6-Jun-23,11,Sr. Network Engineer,eden.armstrong@bilearner.com,Part-Time,Involuntary,IT/IS,CT,3
3863,Eugene,Mueller,42790,7-Jun-19,High School,,8,Principal Data Architect,eugene.mueller@bilearner.com,Contract,,IT/IS,MA,3
3864,Tiffany,Washington,48150,5-Dec-22,PhD,13-Jun-23,6,Enterprise Architect,tiffany.washington@bilearner.com,Contract,Resignation,IT/IS,MA,3
3865,Sloane,Moss,68136,29-Sep-20,Bachelor's Degree,22-Oct-21,15,Network Engineer,sloane.moss@bilearner.com,Part-Time,Involuntary,Production       ,MA,3
3866,Kaeden,Vargas,35066,4-Sep-20,PhD,17-Apr-21,7,Network Engineer,kaeden.vargas@bilearner.com,Contract,Retirement,Executive Office,MA,3
3867,Lena,Sandoval,80855,26-Aug-18,Bachelor's Degree,,2,Network Engineer,lena.sandoval@bilearner.com,Part-Time,,Executive Office,MA,3
3868,Adrien,Olsen,85152,17-Aug-19,PhD,,5,Network Engineer,adrien.olsen@bilearner.com,Contract,,IT/IS,MA,3
3869,Damari,Brewer,67082,25-Sep-19,PhD,7-Feb-20,6,IT Support,damari.brewer@bilearner.com,Full-Time,Voluntary,IT/IS,MA,3
3870,Annalise,Gross,96708,11-Mar-23,Bachelor's Degree,11-Mar-23,0,IT Support,annalise.gross@bilearner.com,Contract,Resignation,IT/IS,MA,3
3871,Kamari,Mcgrath,92384,15-Dec-22,PhD,,12,IT Support,kamari.mcgrath@bilearner.com,Full-Time,,IT/IS,MA,3
3872,Lorena,Rice,53943,10-Aug-18,Bachelor's Degree,8-Feb-21,11,IT Support,lorena.rice@bilearner.com,Contract,Resignation,IT/IS,MA,3
3873,Eliezer,Stokes,30103,4-Mar-22,PhD,22-Jun-23,7,Sr. Network Engineer,eliezer.stokes@bilearner.com,Full-Time,Resignation,IT/IS,MA,3
3874,Aspen,Reyes,84548,2-Jun-20,High School,,16,Sr. Network Engineer,aspen.reyes@bilearner.com,Part-Time,,IT/IS,CT,3
3875,Rudy,Richardson,33218,29-Jun-21,High School,,12,Sr. Network Engineer,rudy.richardson@bilearner.com,Contract,,IT/IS,CT,3
3876,Alana,Castro,81814,24-Oct-21,Bachelor's Degree,,9,Principal Data Architect,alana.castro@bilearner.com,Contract,,IT/IS,MA,3
3877,Oscar,Lopez,37085,22-Oct-18,Bachelor's Degree,7-Apr-20,18,Network Engineer,oscar.lopez@bilearner.com,Part-Time,Resignation,Executive Office,MA,3
3878,Carter,Cook,85124,8-Sep-18,Bachelor's Degree,23-Aug-21,6,Network Engineer,carter.cook@bilearner.com,Contract,Voluntary,Executive Office,MA,3
3879,Liam,Hanna,55793,8-Feb-19,High School,24-Feb-23,5,Network Engineer,liam.hanna@bilearner.com,Full-Time,Involuntary,IT/IS,MA,3
3880,Zara,Pitts,80531,29-Mar-21,Master's Degree,27-Jun-21,7,Network Engineer,zara.pitts@bilearner.com,Part-Time,Voluntary,IT/IS,MA,3
3881,Abby,Woodward,99676,19-Jun-19,Master's Degree,,18,IT Support,abby.woodward@bilearner.com,Part-Time,,IT/IS,MA,3
3882,Litzy,Esparza,55405,30-Jan-19,Bachelor's Degree,,13,IT Support,litzy.esparza@bilearner.com,Contract,,IT/IS,MA,3
3883,Noemi,Brewer,65225,6-May-22,High School,26-Sep-22,6,IT Support,noemi.brewer@bilearner.com,Contract,Involuntary,IT/IS,MA,3
3884,Gilberto,Macdonald,77934,2-Feb-19,High School,,10,IT Support,gilberto.macdonald@bilearner.com,Full-Time,,IT/IS,MA,3
3885,Armando,Macias,87045,8-Dec-21,High School,,8,Sr. Network Engineer,armando.macias@bilearner.com,Full-Time,,IT/IS,CT,3
3886,Britney,Kelly,83613,12-Oct-18,High School,,7,Sr. Network Engineer,britney.kelly@bilearner.com,Part-Time,,IT/IS,CT,3
3887,Emanuel,Haas,49800,22-Apr-22,High School,15-May-23,12,Sr. Network Engineer,emanuel.haas@bilearner.com,Contract,Retirement,IT/IS,CT,3
3888,Karlie,Drake,33651,5-Sep-21,PhD,8-Jul-22,9,Principal Data Architect,karlie.drake@bilearner.com,Full-Time,Retirement,IT/IS,MA,3
3889,Myla,Mullen,34904,5-Sep-22,High School,30-Oct-22,9,Network Engineer,myla.mullen@bilearner.com,Contract,Resignation,Executive Office,MA,3
3890,Alan,Holland,87803,19-Jul-22,Master's Degree,25-Apr-23,17,Network Engineer,alan.holland@bilearner.com,Full-Time,Resignation,IT/IS,MA,3
3891,Brooklynn,Greene,96226,26-May-22,High School,,20,Network Engineer,brooklynn.greene@bilearner.com,Full-Time,,IT/IS,MA,3
3892,Maxwell,Mcpherson,31119,31-Oct-22,Bachelor's Degree,,17,Network Engineer,maxwell.mcpherson@bilearner.com,Full-Time,,IT/IS,MA,3
3893,Lukas,Freeman,34178,22-Mar-23,Bachelor's Degree,28-Jul-23,4,IT Support,lukas.freeman@bilearner.com,Full-Time,Involuntary,IT/IS,MA,3
3894,Yesenia,Nielsen,99500,29-May-23,PhD,,6,IT Support,yesenia.nielsen@bilearner.com,Full-Time,,IT/IS,MA,3
3895,Myah,Marsh,48308,23-Feb-20,High School,8-Sep-21,16,IT Support,myah.marsh@bilearner.com,Full-Time,Retirement,IT/IS,MA,3
3896,Korbin,Gilbert,51605,13-Aug-19,Master's Degree,10-Jul-22,5,IT Support,korbin.gilbert@bilearner.com,Part-Time,Involuntary,IT/IS,MA,3
3897,Jenna,Maddox,86443,25-Mar-19,PhD,13-Sep-21,7,Sr. Network Engineer,jenna.maddox@bilearner.com,Part-Time,Retirement,IT/IS,CT,3
3898,Anaya,Preston,95298,14-Dec-18,High School,11-Feb-23,20,Sr. Network Engineer,anaya.preston@bilearner.com,Part-Time,Retirement,IT/IS,CT,3
3899,Eugene,Pena,97713,7-Mar-21,High School,31-Aug-21,17,Sr. Network Engineer,eugene.pena@bilearner.com,Contract,Resignation,IT/IS,CT,3
3900,Abel,Baker,87512,16-Jun-23,Master's Degree,,20,Principal Data Architect,abel.baker@bilearner.com,Contract,,IT/IS,MA,3
3901,Deven,Merritt,60377,18-Jun-21,Bachelor's Degree,,8,Network Engineer,deven.merritt@bilearner.com,Part-Time,,Executive Office,MA,3
3902,Hadassah,Moran,86829,22-May-23,PhD,16-Jun-23,17,Network Engineer,hadassah.moran@bilearner.com,Contract,Resignation,Executive Office,MA,3
3903,Hezekiah,Thompson,59027,14-May-19,Bachelor's Degree,,10,Network Engineer,hezekiah.thompson@bilearner.com,Full-Time,,IT/IS,MA,3
3904,Quintin,Fry,35070,27-Dec-20,Master's Degree,,0,Network Engineer,quintin.fry@bilearner.com,Contract,,IT/IS,MA,3
3905,Alayna,Hess,66357,4-Aug-20,High School,4-Feb-22,19,Network Engineer,alayna.hess@bilearner.com,Full-Time,Involuntary,IT/IS,MA,3
3906,Amaris,Miller,77475,25-Aug-20,High School,,8,IT Support,amaris.miller@bilearner.com,Contract,,IT/IS,MA,3
3907,Barrett,Wilcox,50660,24-Feb-22,Bachelor's Degree,,4,IT Support,barrett.wilcox@bilearner.com,Full-Time,,IT/IS,MA,3
3908,Kimberly,Watson,82043,6-Aug-19,Master's Degree,21-Mar-21,0,IT Support,kimberly.watson@bilearner.com,Part-Time,Resignation,IT/IS,MA,3
3909,Rebecca,Park,53496,1-Aug-21,High School,24-Sep-21,3,IT Support,rebecca.park@bilearner.com,Part-Time,Resignation,IT/IS,MA,3
3910,Caleb,Schneider,95245,13-Jul-22,High School,22-Jan-23,20,Sr. Network Engineer,caleb.schneider@bilearner.com,Part-Time,Voluntary,IT/IS,MA,3
3911,Vanessa,James,36240,28-May-21,High School,,6,Sr. Network Engineer,vanessa.james@bilearner.com,Full-Time,,IT/IS,CT,3
3912,Maribel,Copeland,79592,6-Jul-20,Master's Degree,18-Jan-21,0,Sr. Network Engineer,maribel.copeland@bilearner.com,Part-Time,Involuntary,IT/IS,CT,3
3913,Henry,Zimmerman,86133,14-Jan-20,High School,8-Jun-22,9,Sr. Network Engineer,henry.zimmerman@bilearner.com,Full-Time,Resignation,IT/IS,MA,3
3914,Nathanial,Booth,39162,4-Feb-20,Bachelor's Degree,29-Jan-21,0,Network Engineer,nathanial.booth@bilearner.com,Contract,Resignation,Executive Office,MA,3
3915,Rhys,Barry,51616,28-Aug-22,High School,,10,Network Engineer,rhys.barry@bilearner.com,Contract,,IT/IS,MA,3
3916,Jonas,Rowland,97279,27-Jun-22,Bachelor's Degree,,18,Network Engineer,jonas.rowland@bilearner.com,Part-Time,,IT/IS,MA,3
3917,Chris,Vincent,74080,19-Dec-19,Master's Degree,31-Mar-23,4,Network Engineer,chris.vincent@bilearner.com,Part-Time,Retirement,IT/IS,MA,3
3918,Myah,Waller,65356,24-Sep-20,High School,27-Mar-23,4,Network Engineer,myah.waller@bilearner.com,Contract,Voluntary,IT/IS,MA,3
3919,Yaritza,Sherman,44878,6-Jul-23,PhD,,0,IT Support,yaritza.sherman@bilearner.com,Contract,,IT/IS,MA,3
3920,Haley,Weaver,42156,11-Apr-21,Master's Degree,19-Dec-22,3,IT Support,haley.weaver@bilearner.com,Full-Time,Involuntary,IT/IS,MA,3
3921,Alessandra,Lee,65756,12-Feb-20,Bachelor's Degree,15-Jul-22,17,IT Support,alessandra.lee@bilearner.com,Contract,Retirement,IT/IS,MA,3
3922,Kaitlin,Hickman,77188,25-Dec-18,High School,,3,IT Support,kaitlin.hickman@bilearner.com,Part-Time,,IT/IS,MA,3
3923,Giancarlo,Juarez,31080,25-Dec-21,High School,19-Jun-23,16,Sr. Network Engineer,giancarlo.juarez@bilearner.com,Full-Time,Involuntary,IT/IS,MA,3
3924,Walter,Zuniga,71374,22-May-21,Bachelor's Degree,,2,Sr. Network Engineer,walter.zuniga@bilearner.com,Full-Time,,IT/IS,CT,3
3925,Anna,Jordan,70215,3-May-20,Bachelor's Degree,14-Nov-22,12,Sr. Network Engineer,anna.jordan@bilearner.com,Contract,Resignation,IT/IS,MA,3
3926,Jeffery,Gamble,58992,27-Feb-19,High School,,10,Sr. Network Engineer,jeffery.gamble@bilearner.com,Full-Time,,IT/IS,MA,3
3927,Misael,Hunter,99444,1-Mar-20,High School,5-Mar-22,3,Network Engineer,misael.hunter@bilearner.com,Contract,Involuntary,Executive Office,MA,3
3928,Audrina,Yu,62169,27-Jan-21,Bachelor's Degree,18-Oct-21,6,Network Engineer,audrina.yu@bilearner.com,Full-Time,Resignation,IT/IS,MA,3
3929,Jeramiah,Foster,35110,18-Jun-23,Bachelor's Degree,24-Jul-23,13,Network Engineer,jeramiah.foster@bilearner.com,Contract,Resignation,IT/IS,MA,3
3930,Bruce,Wallace,95629,24-Nov-19,PhD,,1,Network Engineer,bruce.wallace@bilearner.com,Contract,,IT/IS,MA,3
3931,Giovani,Nelson,71823,24-Sep-21,High School,,14,Network Engineer,giovani.nelson@bilearner.com,Part-Time,,IT/IS,MA,3
3932,Ari,Anthony,69526,17-Aug-22,Bachelor's Degree,,4,IT Support,ari.anthony@bilearner.com,Contract,,IT/IS,MA,3
3933,Laylah,Branch,99993,18-Apr-23,Bachelor's Degree,,2,IT Support,laylah.branch@bilearner.com,Contract,,IT/IS,MA,3
3934,Alanna,Mullins,37727,15-Apr-20,PhD,13-May-22,0,IT Support,alanna.mullins@bilearner.com,Full-Time,Involuntary,IT/IS,MA,3
3935,Arjun,Tyler,65888,25-Dec-20,PhD,,15,IT Support,arjun.tyler@bilearner.com,Full-Time,,IT/IS,MA,3
3936,Donald,Favis,44596,21-Jul-22,High School,1-May-23,12,Enterprise Architect,donald.favis@bilearner.com,Full-Time,Involuntary,IT/IS,CT,3
3937,Daniff,Hernandez,72855,4-Nov-22,Master's Degree,,15,Database Administrator,daniff.hernandez@bilearner.com,Contract,,IT/IS,MA,3
3938,Lori,Roby,67733,20-Apr-20,Bachelor's Degree,,20,Data Analyst,lori.roby@bilearner.com,Part-Time,,IT/IS,MA,3
3939,Thomas,Murray,52965,5-Sep-19,Bachelor's Degree,,9,Data Analyst,thomas.murray@bilearner.com,Part-Time,,IT/IS,TX,3
3940,Karthikeyan,Ait Sidi,67580,11-Aug-19,High School,,14,Sr. DBA,karthikeyan.ait sidi@bilearner.com,Contract,,IT/IS,MA,3
3941,Ivan,Rogers,54563,4-Nov-18,Master's Degree,,12,Data Analyst,ivan.rogers@bilearner.com,Full-Time,,IT/IS,MA,3
3942,Bianca,Roehrich,78171,4-Nov-18,Master's Degree,22-Dec-21,1,Principal Data Architect,bianca.roehrich@bilearner.com,Contract,Resignation,IT/IS,MA,3
3943,Jason,Salter,36404,27-Jul-19,PhD,25-Jul-21,11,Data Analyst ,jason.salter@bilearner.com,Part-Time,Resignation,IT/IS,MA,3
3944,Julia,Zhou,67895,21-Dec-20,Bachelor's Degree,,17,Data Analyst,julia.zhou@bilearner.com,Full-Time,,IT/IS,MA,3
3945,Thelma,Petrowsky,44371,25-Jul-22,High School,,10,Data Analyst,thelma.petrowsky@bilearner.com,Full-Time,,IT/IS,MA,3
3946,Jayne,Horton,46601,15-Jun-19,PhD,,2,Database Administrator,jayne.horton@bilearner.com,Contract,,IT/IS,MA,3
3947,Renee,Becker,86528,4-Apr-20,PhD,22-Jun-22,4,Database Administrator,renee.becker@bilearner.com,Full-Time,Resignation,IT/IS,MA,3
3948,Randall,Pearson,85794,3-Feb-23,High School,29-May-23,7,Data Analyst,randall.pearson@bilearner.com,Contract,Involuntary,IT/IS,MA,3
3949,Claudia N,Carr,35386,20-Sep-22,PhD,4-Jul-23,15,Sr. DBA,claudia n.carr@bilearner.com,Full-Time,Voluntary,IT/IS,MA,3
3950,Noelle,Johnson,72939,12-Jul-23,PhD,,17,Database Administrator,noelle.johnson@bilearner.com,Full-Time,,IT/IS,MA,3
3951,Taisha,Goble,74605,25-Apr-21,PhD,12-Feb-23,11,Database Administrator,taisha.goble@bilearner.com,Contract,Resignation,IT/IS,MA,3
3952,Kramer,Simard,60751,13-Mar-21,PhD,,4,Data Analyst,kramer.simard@bilearner.com,Full-Time,,IT/IS,MA,3
3953,Mark,Griffith,45890,16-Aug-21,Master's Degree,,20,Data Analyst,mark.griffith@bilearner.com,Full-Time,,IT/IS,MA,3
3954,Denisse,Hayes,33149,18-Oct-21,High School,,6,Database Administrator,denisse.hayes@bilearner.com,Full-Time,,IT/IS,MA,3
3955,Draven,Giles,80309,16-Feb-20,PhD,16-Mar-23,19,Database Administrator,draven.giles@bilearner.com,Contract,Resignation,IT/IS,MA,3
3956,Aliana,Shaw,30348,7-Aug-19,PhD,8-Mar-23,19,Database Administrator,aliana.shaw@bilearner.com,Contract,Retirement,IT/IS,TX,3
3957,Makaila,Nixon,94407,3-Jan-22,Master's Degree,,6,Database Administrator,makaila.nixon@bilearner.com,Contract,,IT/IS,TX,3
3958,Mohammed,Orr,69557,22-Sep-20,Bachelor's Degree,,10,Database Administrator,mohammed.orr@bilearner.com,Part-Time,,IT/IS,TX,3
3959,Braylen,Mendoza,31203,11-Nov-22,Master's Degree,14-Jul-23,20,Data Architect,braylen.mendoza@bilearner.com,Part-Time,Resignation,IT/IS,TX,3
3960,Andreas,Torres,53635,11-Aug-18,Bachelor's Degree,,15,CIO,andreas.torres@bilearner.com,Part-Time,,IT/IS,TX,3
